area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao
16566,527.585998535156,217.094573974609,98.10107421875,0.8920778632164,16987,0.751906335353851
10152,399.796997070312,162.203964233398,80.6575012207031,0.8676017522811891,10393,0.661281943321228
12840,470.096008300781,199.26148986816398,82.7935256958008,0.90959233045578,13072,0.557872772216797
13509,480.466003417969,207.137161254883,83.9401626586914,0.9142105579376221,13732,0.5956349372863771
10727,425.902008056641,178.714431762695,77.5314407348633,0.900995373725891,10960,0.564341306686401
15595,501.493988037109,207.89094543457,96.88516235351558,0.8847644925117489,16030,0.768415868282318
14755,499.817993164062,202.612274169922,95.51608276367192,0.8819072246551509,15123,0.600529074668884
12557,443.010009765625,177.72877502441398,91.5994415283203,0.8569564223289491,12896,0.639293372631073
14712,503.710998535156,217.609725952148,87.2852325439453,0.9160302877426151,15109,0.803144454956055
12736,447.869995117188,182.771179199219,89.6817092895508,0.8713412880897521,12964,0.752718687057495
12092,449.18899536132795,192.579498291016,80.4222793579102,0.9086284041404721,12298,0.583928942680359
14944,512.137023925781,227.416259765625,84.2471084594727,0.928851068019867,15147,0.812350511550903
13013,470.955993652344,197.694641113281,84.8059005737305,0.903316736221314,13376,0.575643658638001
10387,400.580993652344,164.76086425781298,81.0157012939453,0.8707551360130309,10536,0.8066319823265079
11377,429.385986328125,172.539642333984,85.88433837890621,0.8673114776611329,11746,0.735423386096954
14944,490.044006347656,201.346542358398,96.0463180541992,0.878892481327057,15305,0.610657095909119
10917,420.911010742188,176.430953979492,80.1751251220703,0.890783548355103,11128,0.659079909324646
13205,475.600006103516,197.548965454102,86.34487915039058,0.8994221687316891,13607,0.691107988357544
12734,447.08401489257795,180.248229980469,91.3179550170898,0.8621675372123722,13019,0.794881403446198
12495,443.67800903320295,184.98767089843798,87.1301803588867,0.88213038444519,12690,0.7426007390022281
12531,459.305999755859,192.81819152832,84.0254287719727,0.9000554084777829,12846,0.561726748943329
10767,425.036010742187,182.064071655273,76.1056671142578,0.908439755439758,11004,0.7426029443740849
11993,427.539001464844,168.49836730957,91.95948028564449,0.8379422426223759,12286,0.639285743236542
13949,479.402008056641,200.095138549805,90.0946884155274,0.8928978443145749,14286,0.5815475583076479
10785,423.795013427734,175.269012451172,79.0775909423828,0.892433762550354,11069,0.7084209322929379
12244,455.274993896484,192.507385253906,81.4286193847656,0.90613454580307,12480,0.575240790843964
10832,420.076995849609,167.829391479492,84.0523986816406,0.8655511736869809,11207,0.5972980260849
10598,411.47900390625,162.202285766602,85.2214050292969,0.8508540987968449,10936,0.593526005744934
10948,408.43899536132795,167.176116943359,83.6878890991211,0.8656803965568539,11132,0.754670143127441
11119,419.72799682617205,174.08106994628898,82.1559066772461,0.8816304206848141,11314,0.7695874571800229
13737,484.385009765625,209.543518066406,84.1657485961914,0.915787816047668,13944,0.6052075028419489
13286,480.07101440429705,202.548400878906,85.1169509887695,0.90741753578186,13633,0.5501449108123779
14449,496.325988769531,209.705764770508,89.7903671264649,0.903696715831757,14810,0.662312090396881
12468,461.549987792969,196.818283081055,81.5472946166992,0.9101276993751529,12786,0.6765056848526
10841,413.45999145507795,170.964797973633,81.6749038696289,0.8785070776939391,11070,0.654491662979126
12712,453.079986572266,192.815460205078,84.607536315918,0.898584485054016,12891,0.568769574165344
14542,490.14599609375,208.429931640625,89.25757598876949,0.903666079044342,14747,0.5541287064552309
11377,452.40798950195295,201.306259155273,72.2814178466797,0.9333137273788449,11555,0.5255450606346129
13683,481.57101440429705,206.92677307128898,84.89906311035159,0.911957144737244,13922,0.7621992230415341
13735,484.77099609375,204.810638427734,86.7587203979492,0.9058471918106079,13960,0.5536966919898989
11063,418.774993896484,171.65377807617202,83.659553527832,0.873193442821503,11318,0.803413212299347
11201,416.535003662109,171.002990722656,84.2417984008789,0.8702368736267091,11384,0.7576434016227719
13279,474.235992431641,200.544708251953,85.0081405639648,0.905715465545654,13757,0.7284946441650391
13731,489.058013916016,212.435455322266,82.9146728515625,0.920685529708862,14014,0.5917259454727171
11682,423.37399291992205,168.399490356445,89.3741912841797,0.847542703151703,11963,0.715808808803558
15691,511.848999023438,213.612167358398,94.9193496704102,0.89585143327713,16124,0.6591472625732421
15149,509.13699340820295,214.007461547852,91.2837295532227,0.9044665098190309,15516,0.707104206085205
10943,412.06100463867205,169.89025878906298,82.8292999267578,0.8730973601341251,11132,0.741395652294159
15454,500.89700317382795,208.541595458984,95.32327270507808,0.889418005943298,15773,0.583433985710144
15074,497.17800903320295,205.63981628418,94.62220001220699,0.8878486752510071,15536,0.721105992794037
9962,404.945007324219,170.916488647461,74.7929382324219,0.899170100688934,10137,0.5761045813560489
11088,430.587005615234,184.722015380859,77.0133056640625,0.9089456796646121,11263,0.6283577084541321
12120,441.0,180.376525878906,86.7160797119141,0.8768575191497799,12479,0.642255306243897
13132,471.80398559570295,199.556533813477,84.9883346557617,0.904776811599731,13423,0.753673076629639
12886,455.518005371094,189.859893798828,87.4991836547852,0.8874719142913822,13080,0.592296361923218
12224,438.976013183594,177.138610839844,88.4313735961914,0.8664745092391971,12445,0.606258988380432
12234,440.0,178.696533203125,88.4473037719727,0.868916809558868,12435,0.624119997024536
12831,452.72000122070295,184.246520996094,89.2625732421875,0.874805867671967,13073,0.6112328767776489
13516,483.68899536132795,207.531921386719,83.68568420410159,0.9150931835174559,13746,0.7008556127548221
14304,489.036987304688,211.026611328125,86.8394241333008,0.9114055633544921,14483,0.5777292847633361
14471,503.674011230469,207.92872619628898,90.1602249145508,0.901100039482117,14894,0.554954767227173
12737,445.153991699219,178.935745239258,91.9339752197266,0.8579207062721249,12942,0.618541181087494
10821,425.268005371094,178.356796264648,78.2489242553711,0.898623168468475,11101,0.779386341571808
16199,514.156005859375,217.630508422852,95.5193557739258,0.8985329270362851,16475,0.707688927650452
11343,416.468994140625,171.678604125977,84.901725769043,0.8691555857658391,11492,0.734745442867279
11161,420.910003662109,169.35046386718798,85.33821868896491,0.863753318786621,11363,0.6805487871170041
15486,492.694000244141,204.372131347656,97.6780014038086,0.878391444683075,15688,0.60116457939148
13331,461.308990478516,193.55993652343798,88.79623413085942,0.8885637521743771,13500,0.579507887363434
12219,438.281005859375,182.18772888183602,86.19641876220699,0.88099867105484,12471,0.601772964000702
11702,432.773986816406,177.724609375,84.6633224487305,0.879242897033691,11975,0.597162663936615
11553,433.777008056641,183.221374511719,80.9451446533203,0.897119104862213,11729,0.806773722171783
13167,466.664001464844,197.125061035156,86.2164077758789,0.899282097816467,13448,0.58099102973938
12339,453.264007568359,191.50437927246102,82.7746887207031,0.9017615318298341,12534,0.6189305782318121
11392,424.523986816406,172.198165893555,85.8437194824219,0.8668798804283141,11707,0.6780952215194699
12356,427.898010253906,173.02116394043,91.6718368530274,0.8481037616729741,12524,0.7987071871757511
12051,423.226989746094,168.013275146484,92.1984176635742,0.835982084274292,12216,0.7660183310508729
10589,439.7080078125,191.704879760742,71.4211807250977,0.928008913993835,10817,0.510953485965729
11813,430.255004882813,172.569534301758,88.02676391601558,0.860118389129639,12088,0.7175048589706421
13426,460.226989746094,187.668899536133,91.7764511108399,0.872264802455902,13666,0.6526980996131899
11234,425.930999755859,176.30198669433602,82.1015319824219,0.8849495053291321,11452,0.655578911304474
13693,474.752014160156,198.115753173828,89.03109741210942,0.8933360576629642,14050,0.5976344347000121
13983,481.658996582031,198.39045715332,90.4981460571289,0.8898968696594242,14306,0.588015139102936
13413,475.390014648437,196.856781005859,87.7881851196289,0.89505809545517,13917,0.571008920669556
11386,450.119995117188,195.46043395996102,75.842887878418,0.921650230884552,11612,0.512859761714935
14572,497.55099487304705,211.080459594727,88.7096786499023,0.9074015617370609,14926,0.626590967178345
10102,411.808013916016,176.813766479492,74.266731262207,0.9075111746788029,10350,0.5779176354408261
14806,497.85598754882795,211.133499145508,90.0124130249023,0.9045680165290829,15114,0.651213943958283
11352,422.32400512695295,171.01980590820298,85.81471252441409,0.864993929862976,11581,0.7857142686843871
12819,472.690002441406,202.344024658203,81.2073059082031,0.915932297706604,13137,0.65396386384964
12495,451.316986083984,182.64161682128898,88.68121337890621,0.874210178852081,12902,0.590612590312958
14291,481.239990234375,196.501007080078,93.8712921142578,0.878515362739563,14618,0.589198112487793
12397,435.94900512695295,174.231689453125,91.89647674560551,0.8495933413505551,12761,0.643064618110657
13233,459.859008789063,192.590713500977,88.3467178344727,0.8885768055915829,13436,0.5887351632118231
14587,491.80398559570295,204.834625244141,91.9131927490234,0.8936728835105899,14926,0.6098244190216059
13272,474.927001953125,195.77854919433602,87.16515350341801,0.8954196572303771,13597,0.586063742637634
14017,474.309997558594,198.336730957031,90.8686904907227,0.888873040676117,14320,0.760553419589996
10445,409.95999145507795,168.474548339844,80.4350891113281,0.87866884469986,10653,0.7402551174163822
11151,438.26199340820295,191.600875854492,74.8474349975586,0.9205424785614009,11325,0.665969908237457
11251,431.70901489257795,181.789581298828,79.82994079589841,0.898421704769135,11408,0.562268853187561
13434,455.822998046875,184.170333862305,93.3828506469727,0.861918985843658,13686,0.635838687419891
13446,461.43899536132795,188.982971191406,91.78732299804692,0.8741306066513058,13643,0.598557710647583
10443,404.984985351563,165.205612182617,81.7027816772461,0.869147956371307,10701,0.6189544796943659
8679,380.601013183594,158.235260009766,70.7879943847656,0.894354403018951,8889,0.7180441617965699
15786,500.860992431641,205.467239379883,98.816650390625,0.8767555356025699,16127,0.610913336277008
16318,537.447021484375,232.036819458008,90.7105026245117,0.9204197525978092,16592,0.598167181015015
12924,474.424011230469,203.019927978516,81.82215881347659,0.9151888489723209,13150,0.53573203086853
10380,399.177001953125,164.590576171875,80.95957946777341,0.870660364627838,10630,0.7064107656478879
11719,430.51199340820295,175.51745605468798,86.510009765625,0.870094180107117,12000,0.699307799339294
12096,438.856994628906,179.348358154297,86.9610366821289,0.8745850324630741,12333,0.661091983318329
12994,457.190002441406,187.33479309082,89.4096298217773,0.878755688667297,13335,0.763589322566986
11639,432.38699340820295,178.694854736328,83.9545135498047,0.8827619552612309,11940,0.59358423948288
